,dialogue_id,utterance_id,caption
2414,189,6,A man taking a picture of a woman taking a picture of herself.
2415,203,2,A woman sitting on a bench next to a woman in a dress.
2416,258,6,A man and a woman sitting on a couch.
2417,134,3,A man standing in front of a building with a statue of a man.
2418,184,9,A woman sitting on a couch with a blue and purple flower.
2419,169,16,A woman standing next to a man in a dress.
2420,76,8,A man and woman standing next to each other.
2421,154,11,A man and a woman are sitting on a couch.
2422,278,12,A woman in a green shirt is playing a video game.
2423,98,6,A woman standing in front of a counter holding a sign.
2424,25,13,A man in a suit and tie standing next to a woman.
2425,205,7,A group of people standing in front of a window.
2426,9,8,A man standing in a living room holding a remote.
2427,233,8,A woman in a purple shirt and a man in a blue shirt.
2428,262,6,A man and woman holding a bottle of wine.
2429,246,12,A man in a white dress is talking to a woman in a black dress.
2430,168,16,A woman in a uniform standing in front of a computer.
2431,279,2,A woman and a man are standing next to each other.
2432,34,0,Two women sitting on a couch with a man.
2433,73,8,A group of men standing next to each other.
2434,246,7,A man in a white shirt and tie is looking at a table.
2435,3,5,A man standing next to a woman in a room.
2436,34,15,A woman sitting on a couch with a man.
2437,192,0,A woman is sitting at a table with a cake.
2438,228,5,A man in a tie is looking at a display.
2439,259,6,A man with a beard and a blue shirt is sitting on a couch.
2440,107,0,A couple of women sitting on a couch.
2441,125,9,A woman and a man sitting on a chair.
2442,199,3,A woman sitting on a couch with a phone.
2443,197,1,A man standing in a room holding a Wii remote.
2444,22,7,A man and woman standing next to each other.
2445,140,15,Two men standing in a kitchen with a refrigerator.
2446,263,1,A group of people sitting around a table.
2447,50,3,Two men in suits are playing a video game.
2448,85,3,A woman in a blue shirt and black pants is sitting on a couch.
2449,191,3,A group of people sitting around a table.
2450,126,5,A man and woman are sitting on a bench.
2451,47,2,A man standing in a kitchen with a woman.
2452,123,14,A woman in a store with a red shirt and a black tie.
2453,266,8,A man standing next to a woman in a living room.
2454,228,2,A man in a tie and a tie in a store.
2455,30,1,A woman is playing with a toy in a room.
2456,35,3,A group of people standing around a child.
2457,252,6,A man is reading a book while sitting in a room.
2458,146,6,A man standing in front of a door with a cell phone.
2459,271,5,A man in a black shirt talking on a cell phone.
2460,9,3,A group of people standing around a living room.
2461,54,9,A man sitting at a table with a laptop.
2462,72,1,A woman in a hospital room with a blue hospital gown.
2463,47,1,A man standing in a kitchen with a woman.
2464,8,6,A man standing in front of a wall holding a cell phone.
2465,76,0,A group of people sitting around a table with a cake.
2466,228,9,A woman standing next to a table with a cake.
2467,98,9,A woman is talking on a phone in a room.
2468,255,6,Two men sitting at a table eating cake.
2469,83,7,A man standing in front of a shelf of books.
2470,254,16,A man in a suit and tie standing in front of a wall.
2471,228,8,A woman in a green dress standing next to a table full of flowers.
2472,4,7,A man standing in front of a wall holding a cell phone.
2473,73,9,Two men standing next to each other in a forest.
2474,231,8,Two men standing in front of a window looking at something.
2475,54,1,A man and woman standing next to each other.
2476,143,1,A woman sitting on a chair in front of a man.
2477,266,4,A man and woman standing next to each other.
2478,113,15,A woman is sitting on a bed with a cat.
2479,16,0,A group of chefs preparing food in a kitchen.
2480,174,16,A man and a woman standing next to each other.
2481,29,4,A group of people standing around a room.
2482,213,9,Two women sitting on a couch with one woman holding a cell phone.
2483,140,4,A man and a woman standing in a kitchen.
2484,200,4,A group of people sitting around a kitchen.
2485,25,3,Two women are playing a video game together.
2486,222,13,A woman standing in a room with a bowl of soup.
2487,25,1,A woman in a dress and a woman in a dress standing in a store.
2488,199,15,A man in a suit standing in front of a door.
2489,175,19,A man standing in front of a mirror looking at something.
2490,56,1,A man in a suit and tie is sitting in a room.
2491,243,1,A man and woman standing in front of a table.
2492,144,5,A bride and groom are standing together in front of a crowd.
2493,52,8,A man sitting in a chair with a book.
2494,116,1,A woman in a hospital bed with a baby.
2495,16,7,A group of chefs standing around a table.
2496,19,0,A couple of people sitting on a chair.
2497,156,5,A man in a suit and tie holding a piece of paper.
2498,230,4,Two men standing in a kitchen with a Wii controller.
2499,188,3,A group of people standing outside of a store.
2500,244,2,A man standing in front of a door with a cell phone.
2501,102,2,Two women are standing in front of a window.
2502,17,25,A woman in a dress holding a pink flower.
2503,74,3,A man and a woman are standing in a store.
2504,41,6,A woman in a black dress standing next to a wall.
2505,272,2,A group of people walking down a street.
2506,33,6,A woman holding a stuffed animal in her arms.
2507,278,10,A woman and a child sitting on a couch.
2508,73,4,A group of people standing around a group of people holding a frisbee.
2509,22,6,A man and a woman standing next to each other.
2510,22,21,A man and a woman holding a Nintendo Wii game controller.
2511,112,10,A woman in a dress standing next to a wall.
2512,108,8,A person laying on a bed with a blanket.
2513,168,17,A woman in a black dress standing in front of a table.
2514,98,5,A woman standing next to a man in a kitchen.
2515,87,1,A group of people sitting around a table.
2516,131,2,A woman in a blue dress sitting in a chair.
2517,156,9,Two men standing next to each other in front of a wall.
2518,120,7,A woman sitting at a table with a man.
2519,130,2,A man and woman sitting at a table with a cup of coffee.
2520,243,3,A woman standing in front of a wall holding a book.
2521,270,3,A woman standing in front of a door with a book shelf.
2522,75,5,A woman and a man standing in a room.
2523,7,7,A group of people sitting around a table.
2524,210,2,A man standing in front of a kitchen counter.
2525,182,6,A man and woman standing in front of a building.
2526,178,0,A living room filled with furniture and a table.
2527,162,2,A man in a black shirt and tie standing in front of a wall.
2528,249,0,A man and woman standing next to each other.
2529,126,1,A man and woman sitting on a couch with wine glasses.
2530,9,7,A man in a suit and tie standing in front of a television.
2531,34,2,Two women sitting on a couch with a man.
2532,30,0,A couple of glass bowls with a cat on them.
2533,10,0,A man sitting at a table with a table full of drinks.
2534,170,1,A man and woman standing next to each other.
2535,174,8,A man is talking on a cell phone while standing next to a light.
2536,107,5,A woman and a man are looking at a cell phone.
2537,70,14,A man standing next to a man in front of a window.
2538,96,8,A woman standing in front of a door.
2539,64,9,A man wearing a tie and a shirt.
2540,110,7,A group of people standing around a table with a cake.
2541,17,30,A man and woman standing next to each other.
2542,182,4,A woman in a costume holding a stuffed animal.
2543,192,7,A group of people standing around a table with a cake.
2544,125,10,A man standing in a room with a computer.
2545,228,6,A woman sitting at a table with a cake.
2546,113,4,A woman standing in a kitchen with a man standing in the background.
2547,191,5,A group of people sitting on a couch with a laptop.
2548,239,5,A man and woman are posing for a picture.
2549,76,14,A woman standing in a doorway looking at her cell phone.
2550,98,0,A man is looking at a window with a sign.
2551,135,3,A man in a suit standing next to a woman in a dress.
2552,186,0,Two men sitting on a couch with one of them holding a cell phone.
2553,123,5,A woman standing next to a man in a kitchen.
2554,169,9,A man and woman standing next to each other in a kitchen.
2555,157,3,A woman holding a Nintendo Wii game controller.
2556,244,16,A woman in a kitchen with a basket of food.
2557,252,9,A man sitting on a couch with a remote.
2558,130,11,A man and woman sitting at a table with a laptop.
2559,262,4,A woman standing next to a man in a room.
2560,24,1,Two girls sitting on a chair in a room.
2561,111,12,A man and a woman standing in a hallway.
2562,269,1,A group of people sitting around a table.
2563,266,5,A man standing in a kitchen next to a counter.
2564,5,2,A woman sitting on a chair with a piece of paper in her hand.
2565,34,4,A woman sitting on a couch with a girl in a blue dress.
2566,211,0,A man and woman standing next to each other in a kitchen.
2567,279,7,A man standing in a room with a suit and tie.
2568,25,9,Two women standing next to each other in a room.
2569,168,6,A group of men standing around a table.
2570,32,6,A woman in a dress standing in front of a refrigerator.
2571,240,8,A woman in a dress standing next to a door.
2572,195,5,A woman in a black dress standing in front of a shelf.
2573,145,3,A man in a suit and tie standing next to a man in a tie.
2574,112,18,A man and woman standing next to each other.
2575,260,1,A woman is sitting on a couch with a child.
2576,68,2,A man sitting on a chair with a box of cake.
2577,258,11,Two men sitting at a table with laptops.
2578,47,7,A man in a red shirt is holding a box.
2579,97,7,A woman is talking on a phone while sitting at a table.
2580,199,8,A woman sitting on a couch with a phone.
2581,241,14,"A man is holding a sign that says ""Don't Drink."""
2582,231,6,A woman in a kitchen with a man in the background.
2583,217,7,A woman and a man are sitting on a bed.
2584,66,2,A woman is reading a newspaper while sitting on a train.
2585,145,10,Two men are looking at a laptop computer.
2586,118,11,A man sitting at a table with a woman.
2587,263,7,A man in a suit and tie standing in front of a table.
2588,57,1,A man and woman sitting at a table with a book.
2589,244,3,A man standing in front of a door with a cell phone.
2590,90,0,A woman and a man sitting on a chair.
2591,220,0,A group of people standing around a sign.
2592,53,6,A woman in a store looking at her cell phone.
2593,150,0,A woman and a man are standing in a room.
2594,230,7,Two men standing in a kitchen with a man holding a Wii controller.
2595,203,4,A woman in a bikini sitting on a chair.
2596,58,2,A man standing in front of a wall with a blue wall.
2597,162,0,A group of people standing around a table with a large table.
2598,195,2,A man standing in front of a wall holding a Nintendo Wii controller.
2599,1,6,A man sitting in bed with a dog.
2600,4,0,A woman in a kitchen with a bunch of cups on the counter.
2601,9,10,Two men standing next to each other in a room.
2602,264,1,A man in a white shirt and black pants standing in a kitchen.
2603,107,11,A man and a woman are sitting on a couch.
2604,167,7,A woman sitting at a table with a woman in a green dress.
2605,20,1,A group of people standing next to each other.
2606,21,2,A woman in a dress standing in front of a mirror.
2607,262,13,A man and woman are standing next to each other.
2608,178,5,A man holding a baby holding a hot dog.
2609,80,6,A man standing next to a woman holding a Nintendo Wii controller.
